Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received ,avg val received,min val sent,max val sent,avg val sent,total transactions (including tnx to create contract,total Ether sent,total ether received,total ether balance, Total ERC20 tnxs, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 uniq sent addr.1, ERC20 uniq rec contract addr, ERC20 avg time between sent tnx, ERC20 avg time between rec tnx, ERC20 avg time between rec 2 tnx, ERC20 avg time between contract tnx, ERC20 min val rec, ERC20 max val rec, ERC20 avg val rec, ERC20 min val sent, ERC20 max val sent, ERC20 avg val sent, ERC20 min val sent contract, ERC20 max val sent contract, ERC20 avg val sent contract, ERC20 uniq sent token name, ERC20 uniq rec token name, ERC20 most sent token type,ERC20_most_rec_token_type,FLAG
1768.740933,1690.821753,67454.786074,62600.200893,459.72038,38.914977,2.790616,72.903861,704.99135,2626.040311,50.111327,91.734172,348.943663,7743.44739,140.582966,544118.655767,301259.786786,24920.035731,0.493569,1292980795.470342,523410.783709,1088.452701,0.485076,0.420967,0.0,0.013529,0.0,0.0,0.0,0.0,698.244763,905666752.924464,4519711.255275,158692.730881,15575358.316319,36224.569024,0.0,0.0,0.0,2.534601,6.291868,0.0,0.0,0
25118.287446,3448.203734,1164914.635221,45204.944396,6.439501,0.047925,2301.011945,935.677049,1.018406,360.880939,0.755991,2.622419,139610.840895,0.456362,2895.266388,504.635484,31210.904394,3451.78375,32.232382,3086919.948203,1410422.604843,5.059458,27.817497,12.85024,0.0,12.967536,0.0,0.0,0.0,0.0,333.628073,3336351.726148,4137856.823084,86363.821796,1198207.420963,26528168.175914,0.0,0.0,0.0,0.011727,4.517768,0.0,0.0,0
15225.943784,81.373495,485634.769589,37.34518,238.812191,0.04322,7.334752,14.641485,44.340582,110752.505338,52587.352953,87.985668,735.373196,8891.847683,105.288305,4771.911579,1943.685415,6066.627158,51.730631,786071677.229297,513281.122117,14.394798,11.830697,0.454805,0.0,1337.813485,0.0,0.0,0.0,0.0,2403.482868,3001825214.885927,62365567.150163,774.066977,4504749.664564,1346694.357998,0.0,0.0,0.0,186.210063,173.347147,0.0,0.0,0
17546.709553,1022.712974,61086.883359,59.398568,0.172319,73.90039,2.876346,8.284639,49.210248,3.204855,1.870686,40.364386,63.477988,3.669945,1232.552758,346199.001107,1333.484511,391.157358,10.410628,494978760.014183,45395416.310607,1249.347861,0.348782,12.296924,0.0,8.834425,0.0,0.0,0.0,0.0,234.566065,5191756.599157,707849627.048436,49030.093873,4217950.709926,39305111.285578,0.0,0.0,0.0,0.814319,0.533717,0.0,0.0,0
4033.7298666295815,7718.453694682669,80758.69992392058,191.78148046351023,329.4183458327547,125.423398,72.65790067344177,101.52798188174826,10829.982176101686,70.75712251859491,4304.396048,223.16648147307134,442.8851310989501,2798.373044,95.11484132231536,16003.287685,1024.578946,12117.69359,0.488206,75621551.617988,1191248.829175,63.226717,0.088126,37.852314,0.0,253.579212,0.0,0.0,0.0,0.0,1765.568638,5462262.444887,1026212.330182,150725.203738,7054233.257795,11747820.710123,0.0,0.0,0.0,0.301456,0.105487,0.0,0.0,1
3138848.871665,20175.002674,1925441.506853,18.517767,1347.641255,218.686993,2.913281,62.577891,8.736781,29.638893,9.813334,9.721033,218.256395,40.149438,147.235687,1110.099359,7040166.247731,169.24834,85.937536,16522187.14658,4847418.969118,11.105824,0.667748,41.259687,0.0,35.773907,0.0,0.0,0.0,0.0,87.009845,844351356.251969,580907.265055,248306.006546,3492975.722148,213304845.07177,0.0,0.0,0.0,6.520398,14.689216,0.0,0.0,0
1502.940554,45089.034608,1612016.418336,7.318799,933.999054,0.462719,61.645692,3026451.110672,28.192106,463.845266,249.728,22.654431,362.673171,2048.460342,4.603228,2512.372747,8949.363483,18859.473019,132.988526,167183986.429896,309890.632005,13.219595,26.594992,0.14504,0.0,456.904575,0.0,0.0,0.0,0.0,1.4154,34411623.954588,24219081.650063,125029.572239,4188868.336714,9413113.553706,0.0,0.0,0.0,0.55014,2.345202,0.0,0.0,0
1094.109095,39200.877835,31249.151261,530.223749,77.154491,6.763452,7174.297379,14.293537,210.122755,50.492006,46.597326,8.732835,1054.627758,160.831159,552.736361,34920.872681,22572.093909,1102840.048819,7.878847,1915400257.926001,2152992.462014,199.921856,28.734393,7.842868,0.0,8.111428,0.0,0.0,0.0,0.0,751.22193,132167125.00944,276883.795159,200389.102776,61269.39967,4186963.246646,0.0,0.0,0.0,0.263761,0.000729,0.0,0.0,0
57.27183404211305,425921.74641146837,42078.3634640767,322013.52062540036,1085.002188694002,10.055701,240.14554132672092,341.4302754317557,53.50769747899185,120.35324843238918,31.678465,0.3878947047051186,26617.90808643058,1163.975634,25332.421517226914,85.604311,10776.894234,2056.647797,42.494362,11733746.82714,880319532.283076,499.183139,18.778208,60.321651,0.0,2.322452,0.0,0.0,0.0,0.0,117.323437,671986278.60779,50645106.769518,105.978714,91132810.679418,1108344531.342954,0.0,0.0,0.0,31.773414,3.147322,0.0,0.0,1
32285.133962,926.589284,3743686.996011,12124.378055,36.836034,0.022075,1.908099,4733.875624,4.014233,115.18223,340.883306,373.271053,47.870928,16.513519,373.059749,491776.868157,33.138679,4450.7266,2.480967,680562078.027329,2787405.985188,23.271781,5.962638,16.137822,0.0,21.447165,0.0,0.0,0.0,0.0,6.447407,350282859.319374,120654682.676985,486.180908,860275.82222,514700.474247,0.0,0.0,0.0,2.579455,56.922363,0.0,0.0,0
150443.182179,75.078209,197683.014696,1236.770388,66.895965,5.930533,18.922928,136.109195,12055.877802,6.305764,19.231189,102.554031,1903.43624,0.761072,634.784113,11759.81721,1514188.947476,34.035469,2890.251567,2664094151.948618,72984.156073,45.605499,5.678386,213.29849,0.0,3.928852,0.0,0.0,0.0,0.0,53.352338,168263088.357136,186674.510951,48023.630076,5631766.078425,93235.15813,0.0,0.0,0.0,0.014108,1.503948,0.0,0.0,0
3614.039908,387.127221,332025.972103,0.084703,1073.153846,5.609489,0.671505,0.167191,233.254651,1556.347604,0.795965,9.236363,2.061092,1200.540475,10.96794,46691.556711,438.693435,189990.177221,28333.182438,394404790.310916,377887561.405175,292.596426,0.120715,130.304252,0.0,37.65728,0.0,0.0,0.0,0.0,9799.568537,4642514.758414,232665.815898,29484.073125,1296730.793579,528204.532535,0.0,0.0,0.0,861.224156,0.894298,0.0,0.0,0
62.41955112299969,160.5967174159943,404891.3028881469,2.8268264173400772,113.11976706838053,34.614225,1104597.317784691,29366.12723122744,11007.37110418775,8604.472639868201,61.241424,329.24825826145513,3733.1137579965452,1307.91619,42277.898345151974,4194.700276,7207.079819,188.810953,101.045054,315789953.28962,163096285.325995,350.959297,14.915529,2.387739,0.0,46.238732,0.0,0.0,0.0,0.0,12.989634,647152408139.499,1438247.562541,21680.109153,256214678.327712,1147405152.405699,0.0,0.0,0.0,8.672715,42.649639,0.0,0.0,1
428.795553,482.285231,35290.671649,2822.046669,23.15801,0.666065,6748.722942,68.220801,387.052701,11.624151,2851.200828,1.033983,33.140939,14.06252,4080.685704,7139.011518,23641.078268,88095.475553,303.978763,1772744917.571554,193734997.566348,0.381432,39.956164,1.277946,0.0,82.849475,0.0,0.0,0.0,0.0,984.267133,6109528290.495989,1504416821.43231,22461.604684,14119948.918548,31100.65656,0.0,0.0,0.0,1.580693,1.947072,0.0,0.0,0
35817.871443,10486.679645,63059.896156,14925.823224,1.432453,157.534562,1281.130286,0.005177,30.814593,7135.584226,105.809059,0.614297,189.299847,165.479478,2034.459958,19967.181015,182.968875,93.927448,5130.308855,113382050.421799,74923704.48126,1097.122244,0.009149,3.500311,0.0,11.202787,0.0,0.0,0.0,0.0,123.771227,3183232.824358,12319561.906636,83.670441,257794460.828363,4784786.047141,0.0,0.0,0.0,0.785377,3.715225,0.0,0.0,0
47296.255209,296435.404645,156830.427177,610.288394,1139.253443,4.708394,289.653356,7.610265,7.121051,9.557258,6.000384,1.498141,1479.83393,8.540938,6.861671,35137.016286,4261.25849,66491.857974,95.231857,16269339.597113,146636898.765516,884.527527,1.981052,186.386936,0.0,30.360742,0.0,0.0,0.0,0.0,298.711043,794895420.177912,47397654.942464,95202.688878,104582806.887563,2951086.969514,0.0,0.0,0.0,288.463099,178.292542,0.0,0.0,0
25948.956909,678135.717401,1503574.064482,46.339133,62.705575,624.83587,18.503896,2.971875,8.051431,103.685384,403407.733877,2.995921,19523.235447,0.65919,5896.345657,1416555.29805,25190.253477,425.722988,2249.94533,10365907007.340935,295941.577391,0.896812,10.189601,136710.060203,0.0,0.315588,0.0,0.0,0.0,0.0,0.876634,103511.549214,964781.653727,7243.838811,2969904.416175,32797707.711767,0.0,0.0,0.0,3.866565,0.250898,0.0,0.0,0
690.830685,34265.01226,1143889.222459,6698.4456,3.703245,34.749303,19.770648,6.213296,4.834151,1029.934735,103.239201,5.520612,137.830297,138.190197,1246.721029,47289.687223,3893527.993645,37409.109391,0.802515,7016903326.828098,8993729.035356,140.793801,3.953545,11.196921,0.0,0.280637,0.0,0.0,0.0,0.0,138.923043,1235494974.735988,3912.727814,245.8112,21566701.830223,22584866.056964,0.0,0.0,0.0,7.298069,15.946005,0.0,0.0,0
10207.804522,3842876.668936,733980.045099,1111.548165,1929.629564,8.51156,15.694189,23.213707,4.903265,636.636276,7.85311,0.090529,902.843447,313.304719,104.740553,37241.63032,133.023598,2000.858003,0.012298,117649114.508557,16780212.33492,1088.844067,0.23422,11.801284,0.0,2.576178,0.0,0.0,0.0,0.0,367.556812,2501022.956482,1162591.076695,29420.138866,49674307.045798,854529.024517,0.0,0.0,0.0,6.737335,0.096669,0.0,0.0,0
7219.069274,2864.874871,206046.95002,3515.944918,120.892726,0.10674,37987.772644,225.46672,4.21803,4.812126,63379.524678,0.01394,572.83588,14.472403,343.48517,5590.108003,112028.008817,58.075915,290.768594,167302474.618604,974581066.402604,2.868728,0.01914,4.144964,0.0,0.449954,0.0,0.0,0.0,0.0,3181.549643,21260058.395623,794846.859686,40897.298183,384794.88357,2382798.462258,0.0,0.0,0.0,0.30443,90.514628,0.0,0.0,0
9803.450327,72.296284,1345597.349521,0.441764,14.993877,0.070533,17.081456,1155.112179,455.429789,1990.215817,0.557591,0.108753,1.533022,2274.71863,42.82448,106686.51676,317480.386609,82433.443096,655.246501,25255189356.72125,151999.666214,1206.6999,161.432118,3.879363,0.0,0.009864,0.0,0.0,0.0,0.0,231.001549,47038165.856074,5899655.842601,59702.212156,1063770612.287635,185385948.466902,0.0,0.0,0.0,4.141904,0.350719,0.0,0.0,0
69474.163937,166780.4824,201978.027897,324.649938,2023.074888,450.758857,5.596711,1288.60364,2.454724,453.648702,6.143937,0.426948,695.690507,4.129686,313.495978,3332.497939,340.13047,4688.913354,7.934407,2577126.915062,167021.403395,325.679729,3.453419,8.010124,0.0,1.181984,0.0,0.0,0.0,0.0,24.703967,1360576280.178008,33689.639053,6431.340507,624154477.864923,1790257.708717,0.0,0.0,0.0,12.865459,6.210946,0.0,0.0,0
9948.832962,39.908782,595116.87895,23776.219792,49.909077,51.496894,22.215975,3161.320797,2859.86501,153795.744352,2157.925324,210.413073,143123.222194,1773.676705,1133.540436,42362.879974,28387.265603,32.978312,2.59067,78387546.438029,24750183.912872,19.8136,1.985631,171.084957,0.0,4.684617,0.0,0.0,0.0,0.0,18.600428,5843603.715356,10454096.977199,103960.531254,664897726.548258,10416091.418174,0.0,0.0,0.0,0.950123,6.435544,0.0,0.0,0
38994.058833,907.697864,975410.87924,564.010598,1.254101,1.573157,143.36132,14.155287,420.495196,3118.00231,5.847373,0.015454,5421.389194,1.602173,459.963151,13238.128781,381656.764902,16602.174943,52.663755,25042532.980381,12312702.383826,773.481968,0.928615,118.8338,0.0,22.190131,0.0,0.0,0.0,0.0,522.098855,33020835.908704,164961815.309109,140.35463,13399598.305234,322600669.351383,0.0,0.0,0.0,0.399035,588.661921,0.0,0.0,0
6230.183684,35862.479999,3113720.439495,1993.130795,2465.253572,1.059625,0.000883,0.048899,329.692515,43124.951757,901.626418,36.897883,96.139973,187.897041,141601.517972,345.937746,741484.351711,5106.290154,8.943505,372557098.640977,467240257.689896,509.921976,131.154036,0.083507,0.0,0.003256,0.0,0.0,0.0,0.0,499.130079,18924452.357595,2418027.308667,18051.683125,5093060.494672,2412513.805695,0.0,0.0,0.0,0.073893,13.568955,0.0,0.0,0
12109.942432,5958.731918,232902.530922,129.262663,11.183814,7.199311,98.929969,0.014147,89.47191,30.952168,1322.210087,0.214728,91.058511,62.621379,159.058168,79542.263147,363.780247,708.873081,2854.237458,33864803.955464,4574296.649886,0.345106,13298.175623,320.944296,0.0,21.038778,0.0,0.0,0.0,0.0,45.46527,1118844894.324344,9817711.361124,8826.160117,539646.882228,144305028.677733,0.0,0.0,0.0,73.020276,82.525052,0.0,0.0,0
33802.450005,4615.777956,148059.526658,159.326111,1196770.470811,0.0654,0.014801,263.127808,152.855404,4.603435,49899.872577,1.494378,57.846534,890.404107,228.938493,893.136387,18212.701499,852.810089,0.132152,13164999194.885292,1198339.479296,13.78554,165.789662,1.645161,0.0,138.139666,0.0,0.0,0.0,0.0,58.301266,48860660.688786,71809.965936,15424.290524,923432397.496802,4638813.734879,0.0,0.0,0.0,0.184151,0.222055,0.0,0.0,0
18.26627672899866,75.59132373361723,445170.2570711785,27397.587790090864,128.43419368485186,0.909643,8853.506576415706,75.80589124593097,43.32586572475528,98179.64977918743,2442.27224,30.95032825882759,7820.060819934965,156.924714,20.241652348644276,16881308.92822,5602186.475202,19642.994027,17.000493,50459104.237739,72886388.726908,122.482152,0.047125,1.376384,0.0,8.608557,0.0,0.0,0.0,0.0,821.124856,7575131646.533775,3664967.639292,13805.701106,21747928.911245,11994907.339926,0.0,0.0,0.0,0.315835,1.551875,0.0,0.0,1
1949.659922,7759.418243,1925492.212864,15.539151,0.328948,23.241676,0.172396,2303.816603,3.489771,1486.849616,25.4804,5.760508,388.032947,167.46597,389.29618,37956.114717,604.578901,183.639759,22.966617,16847537.337505,2499332.877335,2203.37605,6.774858,5.742403,0.0,10.907139,0.0,0.0,0.0,0.0,1223.317389,10381834.749857,23887794.551829,471401.919896,9053055453.744423,40513663.645079,0.0,0.0,0.0,53.025229,5.453003,0.0,0.0,0
1240.544808,144591.189248,113324.866663,11.58615,26843.323045,34.717779,2.731639,103.683419,11.532893,126041.968486,11.053788,35.423718,3.852349,42.68128,88.565666,47111.885407,302253.47857,305.478273,2.582914,7979641.017379,1825277.457148,1090.820855,3.552345,4.198482,0.0,11.173715,0.0,0.0,0.0,0.0,184.223205,2617623129.43227,11125381.89909,8219.437414,736861.410593,12841238.049938,0.0,0.0,0.0,28.684635,28.895374,0.0,0.0,0
748.289804,8479.29473,49380.112249,27.60745,117.416991,1.226373,0.096646,0.133651,0.856037,15270.765089,4.23864,0.001149,2457.118959,244.348831,24.145783,67.954676,674275.000211,1978.894508,144.35008,144598891.746632,2307867.352903,799.175221,0.109039,0.16657,0.0,5.132031,0.0,0.0,0.0,0.0,880.160309,3130994.276501,690085126.016262,23054.917623,35976.598705,916.449834,0.0,0.0,0.0,0.031382,0.067924,0.0,0.0,0
